"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Jan-2018","EQ","922.70","922.70","907.50","921.05","909.50","909.75","913.43","1,664.90","779.10","4,321,686","3,947,568,943.55","61,538"
"29-Dec-2017","EQ","926.50","932.30","918.50","924.20","920.10","921.05","924.13","1,664.90","779.10","5,069,838","4,685,185,006.70","102,691"
"28-Dec-2017","EQ","925.25","934.40","919.10","923.75","922.60","924.20","924.83","1,664.90","779.10","7,091,515","6,558,467,598.75","92,078"
"27-Dec-2017","EQ","933.00","937.50","919.00","929.80","923.25","923.75","930.28","1,664.90","779.10","4,352,384","4,048,927,002.10","107,845"
"26-Dec-2017","EQ","924.85","938.90","918.15","920.40","936.00","929.80","925.15","1,664.90","779.10","5,301,456","4,904,644,711.45","88,411"
"22-Dec-2017","EQ","914.65","922.40","909.30","912.95","919.80","920.40","917.93","1,664.90","779.10","4,872,675","4,472,795,835.00","107,550"
"21-Dec-2017","EQ","918.45","923.95","910.00","918.15","913.00","912.95","917.28","1,664.90","779.10","4,147,162","3,804,108,015.15","91,666"
"20-Dec-2017","EQ","925.90","927.40","917.00","925.95","918.75","918.15","920.58","1,664.90","779.10","4,774,414","4,395,253,600.35","122,373"
"19-Dec-2017","EQ","923.60","927.00","920.00","921.00","926.85","925.95","924.26","1,664.90","779.10","4,064,982","3,757,097,202.45","78,194"
"18-Dec-2017","EQ","911.95","932.65","862.65","919.75","922.45","921.00","916.28","1,664.90","779.10","8,494,801","7,783,599,546.35","131,395"
"15-Dec-2017","EQ","931.00","932.95","917.70","921.50","921.00","919.75","922.67","1,664.90","779.10","11,158,706","10,295,851,305.40","178,864"
"14-Dec-2017","EQ","919.00","924.90","908.75","914.65","924.00","921.50","915.89","1,664.90","779.10","5,021,130","4,598,789,868.10","97,478"
"13-Dec-2017","EQ","916.90","924.95","910.70","915.60","914.75","914.65","919.03","1,664.90","779.10","4,182,097","3,843,490,644.20","66,952"
"12-Dec-2017","EQ","915.95","929.00","908.00","916.15","917.75","915.60","920.76","1,664.90","779.10","7,215,014","6,643,269,135.55","107,416"
"11-Dec-2017","EQ","922.45","926.00","913.55","921.00","916.50","916.15","917.67","1,664.90","779.10","4,933,853","4,527,638,392.60","91,965"
"08-Dec-2017","EQ","933.85","936.95","919.05","931.55","921.30","921.00","925.59","1,664.90","779.10","5,588,486","5,172,651,632.20","118,138"
"07-Dec-2017","EQ","930.05","936.00","923.00","926.65","932.45","931.55","928.69","1,664.90","779.10","5,529,565","5,135,253,669.25","108,371"
"06-Dec-2017","EQ","910.00","930.30","908.80","913.70","929.00","926.65","923.12","1,664.90","779.10","11,007,689","10,161,404,380.45","116,174"
"05-Dec-2017","EQ","901.05","920.75","895.45","901.60","914.30","913.70","911.85","1,664.90","779.10","8,369,174","7,631,456,011.10","130,046"
"04-Dec-2017","EQ","913.50","913.80","897.35","910.10","902.60","901.60","902.87","1,664.90","779.10","4,618,847","4,170,229,646.35","98,705"
"01-Dec-2017","EQ","924.45","931.25","907.70","921.55","909.50","910.10","918.22","1,664.90","779.10","5,081,389","4,665,846,806.05","101,581"
"30-Nov-2017","EQ","941.45","941.45","919.50","946.00","922.50","921.55","925.70","1,664.90","779.10","9,434,893","8,733,894,422.15","144,271"
"29-Nov-2017","EQ","941.85","950.00","941.00","943.35","943.45","946.00","946.80","1,664.90","779.10","3,674,864","3,479,372,052.65","86,735"
"28-Nov-2017","EQ","949.85","951.35","938.10","951.35","942.40","943.35","944.15","1,664.90","779.10","4,641,893","4,382,634,299.75","109,264"
"27-Nov-2017","EQ","947.25","957.50","944.00","951.10","952.50","951.35","949.61","1,664.90","779.10","4,680,074","4,444,266,973.90","97,924"
"24-Nov-2017","EQ","950.00","959.50","947.40","947.00","951.25","951.10","952.55","1,664.90","779.10","6,394,443","6,091,020,187.15","104,436"
"23-Nov-2017","EQ","931.00","949.90","926.65","930.75","949.70","947.00","940.34","1,664.90","779.10","7,329,126","6,891,873,715.20","86,733"
"22-Nov-2017","EQ","937.45","938.65","923.45","932.55","934.10","930.75","930.23","1,664.90","779.10","5,055,490","4,702,768,893.45","80,499"
"21-Nov-2017","EQ","926.80","939.65","925.50","920.85","932.05","932.55","934.20","1,664.90","779.10","5,980,763","5,587,246,390.60","139,701"
"20-Nov-2017","EQ","906.20","924.35","905.00","911.90","919.00","920.85","916.60","1,664.90","779.10","4,220,192","3,868,228,235.05","73,297"
"17-Nov-2017","EQ","918.95","924.90","908.50","903.85","913.00","911.90","916.30","1,664.90","779.10","5,586,242","5,118,671,947.75","114,604"
"16-Nov-2017","EQ","885.50","906.00","885.50","883.70","905.25","903.85","900.06","1,664.90","779.10","6,931,038","6,238,352,387.75","124,353"
"15-Nov-2017","EQ","884.50","890.60","877.95","886.70","883.25","883.70","884.44","1,664.90","779.10","6,981,872","6,175,039,788.05","113,126"
"14-Nov-2017","EQ","875.00","895.00","873.00","875.25","887.50","886.70","885.91","1,664.90","779.10","5,706,105","5,055,092,471.30","123,594"
"13-Nov-2017","EQ","885.00","891.90","873.50","883.85","874.90","875.25","879.06","1,664.90","779.10","4,155,011","3,652,510,603.20","155,793"
"10-Nov-2017","EQ","900.95","900.95","879.20","900.50","884.90","883.85","886.80","1,664.90","779.10","6,365,174","5,644,664,492.60","117,869"
"09-Nov-2017","EQ","894.75","909.90","892.05","887.80","902.90","900.50","901.96","1,664.90","779.10","6,860,798","6,188,162,917.80","100,868"
"08-Nov-2017","EQ","902.50","906.00","884.10","906.70","889.50","887.80","891.91","1,664.90","779.10","8,115,980","7,238,759,485.05","175,122"
"07-Nov-2017","EQ","933.35","935.00","903.05","932.50","906.50","906.70","910.53","1,664.90","779.10","9,347,943","8,511,592,120.85","150,615"
